TIMESTAMP,HEAD_POS_REL,HEAD_EULER_REL,CONTROLLER_1_POS_GLB,CONTROLLER_1_EULER_GLB,CONTROLLER_2_POS_GLB,CONTROLLER_2_EULER_GLB
2019-11-08-18-05-41-386000,"[-0.07600545883178711, -0.41382503509521484, 1.0533363819122314]","[132.1353302001953, 20.954973220825195, 3.648876190185547]","[0.9435300827026367, 0.741310715675354, -0.058861494064331055]","[-146.8785400390625, -10.604066848754883, -92.37567901611328]","[1.2122159004211426, 0.557795524597168, -0.15051913261413574]","[-171.38894653320312, 36.8779182434082, 63.66758346557617]"
2019-11-08-18-05-41-886000,"[-0.07120847702026367, -0.41157734394073486, 0.9314041137695312]","[157.5101318359375, 18.8420352935791, 5.106811046600342]","[0.7847633361816406, 0.742609977722168, -0.021264076232910156]","[-126.72288513183594, -11.33703899383545, -92.14665985107422]","[1.0321769714355469, 0.5779062509536743, -0.21353793144226074]","[-159.88294982910156, 33.723323822021484, 55.9384651184082]"
2019-11-08-18-05-42-387000,"[0.10172343254089355, -0.3990679979324341, 0.7729706764221191]","[170.3117218017578, 2.1732022762298584, 1.0857161283493042]","[0.5423638820648193, 0.7241919040679932, -0.14277148246765137]","[-109.80477905273438, -2.1521520614624023, -77.58283996582031]","[0.8103268146514893, 0.5440086126327515, -0.4114985466003418]","[-153.10946655273438, 41.22319412231445, 61.79957580566406]"
2019-11-08-18-05-42-888000,"[0.2550694942474365, -0.3827763795852661, 0.5465734004974365]","[130.5330352783203, -15.452239990234375, 3.222106456756592]","[0.1966845989227295, 0.8049057722091675, -0.4068946838378906]","[-104.15325164794922, -9.739945411682129, -92.49507141113281]","[0.5510153770446777, 0.6382322311401367, -0.578366756439209]","[-155.04071044921875, 13.458746910095215, 64.05787658691406]"
2019-11-08-18-05-43-389000,"[0.3940558433532715, -0.40377867221832275, 0.4415445327758789]","[137.3501739501953, 3.920233964920044, 1.3946986198425293]","[0.1407146453857422, 0.8497997522354126, -0.626971960067749]","[-120.51518249511719, -18.383827209472656, -116.09012603759766]","[0.6416962146759033, 0.7556002140045166, -0.6893489360809326]","[-174.88462829589844, -13.179414749145508, 51.560577392578125]"
2019-11-08-18-05-43-889000,"[0.4544682502746582, -0.4202752113342285, 0.2454216480255127]","[163.80770874023438, 11.806524276733398, -3.305372476577759]","[-0.10617446899414062, 0.8136550188064575, -0.5755598545074463]","[-100.62776184082031, -17.251445770263672, 162.32984924316406]","[0.41707277297973633, 0.7460741996765137, -0.7907795906066895]","[-162.19325256347656, -7.4297194480896, 54.574424743652344]"
2019-11-08-18-05-44-281000,"[0.48409152030944824, -0.4234123229980469, 0.08810567855834961]","[176.63076782226562, 14.572518348693848, -1.4111119508743286]","[-0.29367923736572266, 0.7651731967926025, -0.49360227584838867]","[-86.68766784667969, -3.229532480239868, 169.5141143798828]","[0.14452075958251953, 0.7511255741119385, -0.8150334358215332]","[-132.00437927246094, -6.404754161834717, 48.73384094238281]"
2019-11-08-18-05-44-390000,"[0.4998962879180908, -0.4244436025619507, 0.05120968818664551]","[179.413818359375, 16.837228775024414, -0.1791255921125412]","[-0.33277010917663574, 0.755644679069519, -0.49266958236694336]","[-86.12150573730469, -0.9291049242019653, 176.19151306152344]","[0.09628677368164062, 0.7359663248062134, -0.8250203132629395]","[-131.36119079589844, -2.9614462852478027, 49.14183044433594]"
2019-11-08-18-05-44-890000,"[0.5997874736785889, -0.4299405813217163, -0.13380670547485352]","[-175.7652130126953, 19.33554458618164, 1.1687214374542236]","[-0.4451768398284912, 0.7719329595565796, -0.5630114078521729]","[-86.52947235107422, -10.906862258911133, -178.57948303222656]","[-0.1678318977355957, 0.733637809753418, -0.8884415626525879]","[-116.42497253417969, -4.1989312171936035, 55.17579650878906]"
2019-11-08-18-05-44-952000,"[0.6003947257995605, -0.43465328216552734, -0.1515817642211914]","[-175.6303253173828, 21.82086944580078, 2.3768820762634277]","[-0.4503748416900635, 0.7717268466949463, -0.5647163391113281]","[-86.58338165283203, -9.642549514770508, -179.9326171875]","[-0.18078231811523438, 0.7344704866409302, -0.8869705200195312]","[-116.40272521972656, -3.813368082046509, 52.21037673950195]"
2019-11-08-18-05-45-254000,"[0.5846405029296875, -0.44045960903167725, -0.18813705444335938]","[-175.63734436035156, 26.380123138427734, 2.3244876861572266]","[-0.4431307315826416, 0.7947003841400146, -0.5375282764434814]","[-85.98812866210938, -17.00149154663086, 176.9008026123047]","[-0.19321632385253906, 0.724065899848938, -0.8615379333496094]","[-114.61094665527344, 0.1320326328277588, 48.14183044433594]"
2019-11-08-18-05-45-390000,"[0.5779728889465332, -0.4386483430862427, -0.1905686855316162]","[-174.4581756591797, 25.965269088745117, 2.0654609203338623]","[-0.4315648078918457, 0.8119912147521973, -0.5325086116790771]","[-87.02613067626953, -21.08246421813965, 177.92823791503906]","[-0.20265626907348633, 0.7289531230926514, -0.8553159236907959]","[-112.60821533203125, -0.9171011447906494, 47.59882354736328]"
2019-11-08-18-05-45-891000,"[0.572575569152832, -0.4341766834259033, -0.16821956634521484]","[-172.4095001220703, 25.27397918701172, 3.549903392791748]","[-0.381633996963501, 0.8325300216674805, -0.5134463310241699]","[-96.0101089477539, -23.331111907958984, -174.3970184326172]","[-0.2142171859741211, 0.735358715057373, -0.8335251808166504]","[-106.97462463378906, -1.9746450185775757, 47.75682067871094]"
2019-11-08-18-05-46-392000,"[0.5694506168365479, -0.4343562126159668, -0.1498401165008545]","[-169.59217834472656, 25.339344024658203, 4.784696578979492]","[-0.3425302505493164, 0.830955982208252, -0.5042781829833984]","[-97.77139282226562, -20.17633628845215, -171.83705139160156]","[-0.2224898338317871, 0.7278255224227905, -0.8183977603912354]","[-103.98300170898438, -0.4076719880104065, 46.995147705078125]"
2019-11-08-18-05-46-892000,"[0.5694265365600586, -0.43887925148010254, -0.14780187606811523]","[-169.6738739013672, 28.061145782470703, 4.604508399963379]","[-0.3156592845916748, 0.809248685836792, -0.5587234497070312]","[-99.07037353515625, -14.454400062561035, -171.13340759277344]","[-0.23052716255187988, 0.7228856086730957, -0.8095293045043945]","[-102.76079559326172, -0.42001205682754517, 48.31250762939453]"
2019-11-08-18-05-47-393000,"[0.5851724147796631, -0.44226694107055664, -0.1383810043334961]","[-170.6172637939453, 29.576648712158203, 5.081731796264648]","[-0.318591833114624, 0.8066096305847168, -0.55403733253479]","[-95.48846435546875, -11.4799222946167, -176.85232543945312]","[-0.22524166107177734, 0.7182234525680542, -0.8189830780029297]","[-102.62989807128906, 0.26594987511634827, 48.9611701965332]"
2019-11-08-18-05-47-893000,"[0.5923166275024414, -0.4421088695526123, -0.1365807056427002]","[-170.9127960205078, 30.13033676147461, 6.4646525382995605]","[-0.3367347717285156, 0.8261817693710327, -0.5192544460296631]","[-90.37699127197266, -14.088807106018066, -175.5303192138672]","[-0.23076939582824707, 0.7128496170043945, -0.8226261138916016]","[-101.78697967529297, 1.6420904397964478, 49.547767639160156]"
2019-11-08-18-05-48-394000,"[0.5919349193572998, -0.44347214698791504, -0.13378500938415527]","[-171.71942138671875, 31.016319274902344, 6.709578514099121]","[-0.32108163833618164, 0.8173916339874268, -0.5344164371490479]","[-91.72333526611328, -14.273991584777832, -173.921875]","[-0.2262706756591797, 0.7107754945755005, -0.819573163986206]","[-101.71373748779297, 2.1544017791748047, 49.24225616455078]"
2019-11-08-18-05-48-894000,"[0.593449592590332, -0.44243812561035156, -0.13334274291992188]","[-171.83152770996094, 30.572132110595703, 6.549543857574463]","[-0.31162238121032715, 0.8169957399368286, -0.5414471626281738]","[-90.97118377685547, -14.789294242858887, -172.98431396484375]","[-0.2369980812072754, 0.7189834117889404, -0.8135871887207031]","[-101.19536590576172, 0.06433678418397903, 48.5427360534668]"
2019-11-08-18-05-49-263000,"[0.5969700813293457, -0.4411994218826294, -0.1273186206817627]","[-173.4535369873047, 30.179109573364258, 6.575438976287842]","[-0.287980318069458, 0.8271957635879517, -0.5391438007354736]","[-78.56195068359375, -24.87285804748535, -122.10340118408203]","[-0.3039367198944092, 0.8219616413116455, -0.6596040725708008]","[-77.12632751464844, -22.836872100830078, 50.422386169433594]"
2019-11-08-18-05-49-395000,"[0.5962009429931641, -0.44059956073760986, -0.12335681915283203]","[-172.00868225097656, 29.779226303100586, 6.964306831359863]","[-0.27599096298217773, 0.8459373712539673, -0.5381150245666504]","[-78.95391845703125, -37.55512237548828, -87.67232513427734]","[-0.30183911323547363, 0.8271201848983765, -0.6313796043395996]","[-74.88158416748047, -22.680400848388672, 55.02703857421875]"
2019-11-08-18-05-49-654000,"[0.5938897132873535, -0.44006597995758057, -0.11420011520385742]","[-169.68948364257812, 29.412891387939453, 7.59977388381958]","[-0.27090883255004883, 0.8374764919281006, -0.5107977390289307]","[-68.27538299560547, -31.704195022583008, -91.80436706542969]","[-0.28948545455932617, 0.8407679796218872, -0.6082043647766113]","[-71.4508056640625, -28.81308937072754, 56.24323654174805]"
2019-11-08-18-05-49-896000,"[0.592698335647583, -0.43717384338378906, -0.1035158634185791]","[-167.28807067871094, 28.60889434814453, 6.411247253417969]","[-0.2644064426422119, 0.842644453048706, -0.5056643486022949]","[-68.52883911132812, -32.93040084838867, -86.63746643066406]","[-0.2792346477508545, 0.8431532382965088, -0.6149156093597412]","[-71.78228759765625, -29.43289566040039, 63.67667007446289]"
2019-11-08-18-05-50-396000,"[0.6046991348266602, -0.4370152950286865, -0.08954286575317383]","[-161.4058074951172, 28.808429718017578, 9.351394653320312]","[-0.24293851852416992, 0.8553298711776733, -0.4868772029876709]","[-69.50325775146484, -34.28496551513672, -78.05461120605469]","[-0.2734096050262451, 0.8570674657821655, -0.625770092010498]","[-73.70018005371094, -33.0837287902832, 75.83635711669922]"
2019-11-08-18-05-50-897000,"[0.6076254844665527, -0.4383431673049927, -0.08191871643066406]","[-164.0325164794922, 28.598756790161133, 8.646446228027344]","[-0.24248313903808594, 0.8551738262176514, -0.4759073257446289]","[-67.67035675048828, -33.84084701538086, -80.72515106201172]","[-0.2844562530517578, 0.8562719821929932, -0.594433069229126]","[-69.33738708496094, -31.753040313720703, 68.89009094238281]"
2019-11-08-18-05-51-241000,"[0.5839459896087646, -0.4354625940322876, -0.0891261100769043]","[-165.03656005859375, 27.436616897583008, 7.14051628112793]","[-0.2827763557434082, 0.7689491510391235, -0.46047520637512207]","[-75.21759033203125, 1.8062630891799927, -152.91665649414062]","[-0.3186039924621582, 0.7751526832580566, -0.6878693103790283]","[-90.2952651977539, -2.796464204788208, 120.82135772705078]"
2019-11-08-18-05-51-397000,"[0.5710272789001465, -0.43633365631103516, -0.09164571762084961]","[-165.7060089111328, 26.919775009155273, 6.11562442779541]","[-0.3083314895629883, 0.7540513277053833, -0.47718048095703125]","[-81.32611846923828, 6.4294304847717285, -170.88308715820312]","[-0.304394006729126, 0.7143305540084839, -0.761265754699707]","[-110.53677368164062, 17.274452209472656, 130.31883239746094]"
2019-11-08-18-05-51-410000,"[0.5688810348510742, -0.43631935119628906, -0.09215831756591797]","[-165.92251586914062, 26.772159576416016, 5.85685920715332]","[-0.31156373023986816, 0.7544846534729004, -0.479964017868042]","[-82.46630096435547, 5.267306327819824, -170.00021362304688]","[-0.2963886260986328, 0.7063305377960205, -0.7741374969482422]","[-114.38504028320312, 19.903989791870117, 129.84300231933594]"
2019-11-08-18-05-51-898000,"[0.5485653877258301, -0.4344162940979004, -0.10963630676269531]","[-172.97251892089844, 25.599374771118164, 3.682811975479126]","[-0.361858606338501, 0.7653120756149292, -0.49906373023986816]","[-95.32781982421875, -0.7771944999694824, -168.0086212158203]","[-0.22008180618286133, 0.7091740369796753, -0.8504302501678467]","[-131.6334686279297, 12.572751998901367, 84.74871063232422]"
2019-11-08-18-05-52-398000,"[0.5501549243927002, -0.428849458694458, -0.12636756896972656]","[-173.8995361328125, 23.972970962524414, 4.224030494689941]","[-0.3694310188293457, 0.7675065994262695, -0.5232548713684082]","[-97.69320678710938, -4.4462714195251465, -165.89329528808594]","[-0.21843361854553223, 0.7317116260528564, -0.8584260940551758]","[-131.4860076904297, 1.2667182683944702, 64.59407806396484]"
2019-11-08-18-05-52-899000,"[0.5753865242004395, -0.43097805976867676, -0.13450050354003906]","[-170.71707153320312, 25.40855598449707, 3.6232714653015137]","[-0.3551602363586426, 0.7714051008224487, -0.5499844551086426]","[-95.57501220703125, -8.865307807922363, -164.1479034423828]","[-0.23181819915771484, 0.7302303314208984, -0.873288631439209]","[-125.90292358398438, 0.27356696128845215, 57.23519515991211]"
2019-11-08-18-05-53-400000,"[0.6245357990264893, -0.43128514289855957, -0.13962054252624512]","[-165.492431640625, 23.276233673095703, 5.50331449508667]","[-0.34747910499572754, 0.7840951681137085, -0.5711002349853516]","[-91.51861572265625, -11.453376770019531, -166.64015197753906]","[-0.2600593566894531, 0.7208101749420166, -0.9044947624206543]","[-122.08695220947266, 0.5491681098937988, 58.274532318115234]"
2019-11-08-18-05-53-901000,"[0.6246335506439209, -0.434794545173645, -0.14749574661254883]","[-159.24549865722656, 22.827123641967773, 7.3636794090271]","[-0.33720874786376953, 0.7910398244857788, -0.5378870964050293]","[-84.72614288330078, -11.517885208129883, -168.6105499267578]","[-0.295867919921875, 0.72039794921875, -0.8988609313964844]","[-118.25659942626953, 1.1829571723937988, 58.33921432495117]"
2019-11-08-18-05-54-368000,"[0.5797998905181885, -0.43566179275512695, -0.13716936111450195]","[-162.87168884277344, 23.52389907836914, 5.1347784996032715]","[-0.32320547103881836, 0.7921067476272583, -0.47389698028564453]","[-82.41202545166016, -9.011711120605469, -170.08468627929688]","[-0.2831265926361084, 0.7303695678710938, -0.8644814491271973]","[-118.79138946533203, 0.3252628445625305, 57.944087982177734]"
2019-11-08-18-05-54-401000,"[0.5768542289733887, -0.4350090026855469, -0.1373586654663086]","[-163.01727294921875, 23.351139068603516, 4.946061611175537]","[-0.3240549564361572, 0.7948633432388306, -0.46865057945251465]","[-82.35367584228516, -9.530618667602539, -171.45101928710938]","[-0.2811424732208252, 0.7331701517105103, -0.8654346466064453]","[-119.19668579101562, -0.36847880482673645, 57.40790939331055]"
2019-11-08-18-05-54-901000,"[0.5405263900756836, -0.4362170696258545, -0.1353919506072998]","[-165.0244598388672, 23.65610122680664, 2.961913585662842]","[-0.3421306610107422, 0.80039381980896, -0.4671142101287842]","[-89.63617706298828, -10.1695556640625, -164.60804748535156]","[-0.25522851943969727, 0.7350674867630005, -0.8505914211273193]","[-124.34862518310547, -0.280505895614624, 59.078304290771484]"
2019-11-08-18-05-54-960000,"[0.538355827331543, -0.4365084171295166, -0.13675808906555176]","[-164.86770629882812, 23.62816047668457, 2.6958301067352295]","[-0.3400754928588867, 0.8019886016845703, -0.4727630615234375]","[-90.50991821289062, -11.129945755004883, -163.897216796875]","[-0.25249242782592773, 0.732558012008667, -0.8506820201873779]","[-125.30846405029297, 0.40212634205818176, 59.41509246826172]"
2019-11-08-18-05-55-402000,"[0.5356631278991699, -0.4466332197189331, -0.19409751892089844]","[-165.0517120361328, 26.83333969116211, 3.816150426864624]","[-0.37121057510375977, 0.7874561548233032, -0.503619909286499]","[-94.66162872314453, -9.534295082092285, -163.4425811767578]","[-0.29982972145080566, 0.7224932909011841, -0.8459148406982422]","[-125.3846664428711, 1.7229642868041992, 58.936248779296875]"
2019-11-08-18-05-55-619000,"[0.5388436317443848, -0.45173370838165283, -0.27150750160217285]","[-163.84205627441406, 25.944576263427734, 4.115104675292969]","[-0.43465185165405273, 0.7703350782394409, -0.5138630867004395]","[-95.0354232788086, -8.406631469726562, -163.19166564941406]","[-0.3826327323913574, 0.7130358219146729, -0.8470447063446045]","[-125.28443145751953, 2.146306037902832, 59.31194305419922]"
2019-11-08-18-05-55-902000,"[0.5417168140411377, -0.45199716091156006, -0.4168391227722168]","[-162.3764190673828, 28.72615623474121, 4.761029243469238]","[-0.5614528656005859, 0.7462964057922363, -0.48910951614379883]","[-88.59172058105469, -2.774916648864746, -161.13882446289062]","[-0.5678637027740479, 0.7178759574890137, -0.8133540153503418]","[-114.15274047851562, 1.6952720880508423, 55.48653030395508]"
2019-11-08-18-05-56-403000,"[0.41955089569091797, -0.4606461524963379, -0.6621236801147461]","[-159.35203552246094, 26.338348388671875, 3.6988232135772705]","[-0.8299809694290161, 0.6870405673980713, -0.3138008117675781]","[-82.53335571289062, -0.16249927878379822, -104.19959259033203]","[-0.8613041639328003, 0.715164065361023, -0.6574301719665527]","[-108.26322937011719, 0.6838445663452148, 58.964778900146484]"
2019-11-08-18-05-56-903000,"[0.3463006019592285, -0.4649925231933594, -0.9014983177185059]","[-156.4381561279297, 29.583120346069336, 4.729523181915283]","[-1.1210765838623047, 0.6216109991073608, -0.20730996131896973]","[-84.80375671386719, 16.74608039855957, -51.5489501953125]","[-1.078932285308838, 0.7034153938293457, -0.5834407806396484]","[-104.26484680175781, 3.323352336883545, 55.089561462402344]"
2019-11-08-18-05-57-404000,"[0.23548412322998047, -0.5150657892227173, -1.1689634323120117]","[-166.43212890625, 28.642654418945312, -0.7703373432159424]","[-1.4249615669250488, 0.49528682231903076, -0.10231328010559082]","[-81.42352294921875, 22.23284912109375, -19.90871810913086]","[-1.1609587669372559, 0.6475467681884766, -0.5734190940856934]","[-125.65174102783203, 15.342917442321777, 48.30206298828125]"
2019-11-08-18-05-57-904000,"[0.1505131721496582, -0.6279611587524414, -1.3474411964416504]","[-165.18185424804688, 37.13125991821289, -10.26820182800293]","[-1.544934868812561, 0.35729265213012695, -0.07508277893066406]","[-80.09319305419922, 24.541168212890625, -16.450347900390625]","[-1.2429940700531006, 0.6131657361984253, -0.5302813053131104]","[-126.86516571044922, 23.866172790527344, 34.25898742675781]"
2019-11-08-18-05-58-404000,"[0.11631941795349121, -0.6873699426651001, -1.4016003608703613]","[-162.05044555664062, 42.864471435546875, -11.540265083312988]","[-1.5605562925338745, 0.27796411514282227, -0.054001569747924805]","[-81.51321411132812, 34.62269973754883, -10.418013572692871]","[-1.2861733436584473, 0.5779291391372681, -0.4997291564941406]","[-125.62408447265625, 28.35781478881836, 31.34135627746582]"
2019-11-08-18-05-58-905000,"[0.1586012840270996, -0.7875072956085205, -1.435201644897461]","[-157.3983154296875, 44.86020278930664, -7.346216678619385]","[-1.4116711616516113, 0.11510229110717773, -0.1261887550354004]","[-97.0632095336914, 55.32768630981445, -11.987618446350098]","[-1.3518224954605103, 0.44810187816619873, -0.47458887100219727]","[-101.22383117675781, 29.836597442626953, 31.319433212280273]"
2019-11-08-18-05-59-406000,"[0.19354748725891113, -0.8616375923156738, -1.4084680080413818]","[-150.40013122558594, 31.984453201293945, -0.3236103951931]","[-1.371795654296875, 0.06035590171813965, -0.12204790115356445]","[-124.4604721069336, 40.46352767944336, -19.426795959472656]","[-1.44247305393219, 0.2551053762435913, -0.3905801773071289]","[-78.42106628417969, 17.64302635192871, 37.57038116455078]"
2019-11-08-18-05-59-906000,"[0.21630120277404785, -0.7006534337997437, -1.3697564601898193]","[-152.8946990966797, 32.52996063232422, 2.5234551429748535]","[-1.2704317569732666, 0.19264578819274902, -0.15393805503845215]","[-106.33036041259766, 54.42769241333008, -32.755977630615234]","[-1.3810925483703613, 0.3784329891204834, -0.42995357513427734]","[-83.79525756835938, 26.03534698486328, 34.904537200927734]"
2019-11-08-18-06-00-406000,"[0.2773253917694092, -0.49803078174591064, -1.2842192649841309]","[-151.5088653564453, 36.858951568603516, 4.5705647468566895]","[-1.2311549186706543, 0.5443615913391113, -0.13292336463928223]","[-73.83464813232422, 6.957915782928467, -30.576948165893555]","[-1.391636610031128, 0.5940326452255249, -0.45183753967285156]","[-84.02925109863281, 12.490123748779297, 44.21131896972656]"
2019-11-08-18-06-00-907000,"[0.21040034294128418, -0.5009175539016724, -1.3297942876815796]","[-151.36439514160156, 37.067649841308594, 2.7580177783966064]","[-1.433459997177124, 0.5894173383712769, -0.025429725646972656]","[-54.03874206542969, -7.727856159210205, -83.00919342041016]","[-1.4535419940948486, 0.6094820499420166, -0.4098520278930664]","[-85.88520050048828, 12.26423168182373, 47.80002212524414]"
2019-11-08-18-06-01-408000,"[0.05580568313598633, -0.5715065002441406, -1.539745569229126]","[-160.09747314453125, 48.64378356933594, 0.9277777671813965]","[-1.6803841590881348, 0.46079933643341064, 0.04282808303833008]","[-63.85472869873047, 12.290804862976074, -111.98773956298828]","[-1.5197173357009888, 0.6192504167556763, -0.3098561763763428]","[-96.68815612792969, 19.077510833740234, 52.620643615722656]"
2019-11-08-18-06-01-908000,"[0.06257462501525879, -0.6057167053222656, -1.6133124828338623]","[-166.95741271972656, 56.9627571105957, 1.4838229417800903]","[-1.7116905450820923, 0.4936939477920532, -0.010958433151245117]","[-81.00314331054688, 3.5359957218170166, -170.40756225585938]","[-1.511422038078308, 0.6166708469390869, -0.3347759246826172]","[-108.18539428710938, 24.037351608276367, 41.769065856933594]"
2019-11-08-18-06-02-409000,"[0.10001659393310547, -0.5727708339691162, -1.5868747234344482]","[-164.0966033935547, 52.70589065551758, 4.986034393310547]","[-1.6929188966751099, 0.6001929044723511, -0.06209611892700195]","[-95.05409240722656, -14.425945281982422, -161.5291290283203]","[-1.5183076858520508, 0.625335693359375, -0.3521852493286133]","[-104.7824478149414, 20.78986930847168, 46.158329010009766]"
2019-11-08-18-06-02-910000,"[0.23424863815307617, -0.498460054397583, -1.4241740703582764]","[-152.1064910888672, 33.981441497802734, 8.697184562683105]","[-1.5400848388671875, 0.7587089538574219, -0.1830129623413086]","[-98.55384826660156, -36.32146072387695, -151.61000061035156]","[-1.5717556476593018, 0.6926389932632446, -0.4024643898010254]","[-83.36192321777344, -6.451160430908203, 58.362606048583984]"
2019-11-08-18-06-03-410000,"[0.3768177032470703, -0.4583667516708374, -1.2718322277069092]","[-128.840576171875, 22.539398193359375, 8.821733474731445]","[-1.3269939422607422, 0.8108508586883545, -0.3947281837463379]","[-132.41653442382812, -40.80875778198242, -91.21267700195312]","[-1.418123483657837, 0.8314192295074463, -0.20491576194763184]","[-25.95941162109375, -31.13835906982422, 75.5169677734375]"
2019-11-08-18-06-03-911000,"[0.3854563236236572, -0.44962453842163086, -1.1966547966003418]","[-109.27334594726562, 21.512617111206055, 5.37944221496582]","[-1.2603414058685303, 0.8375016450881958, -0.3829379081726074]","[-127.45294189453125, -39.09647750854492, -86.30307006835938]","[-1.1413862705230713, 0.9374631643295288, -0.28470516204833984]","[69.04959869384766, -53.50571060180664, 14.913636207580566]"
2019-11-08-18-06-04-413000,"[0.3825254440307617, -0.46220695972442627, -1.1547515392303467]","[-86.70210266113281, 24.963428497314453, 5.636865139007568]","[-1.2456833124160767, 0.8424118757247925, -0.371060848236084]","[-120.63446807861328, -36.23798751831055, -87.85006713867188]","[-1.0805751085281372, 0.9080010652542114, -0.32501864433288574]","[94.81458282470703, -37.50336837768555, 6.092088222503662]"
2019-11-08-18-06-04-914000,"[0.37256431579589844, -0.4648929834365845, -1.1362167596817017]","[-71.95835876464844, 23.633934020996094, 9.232187271118164]","[-1.2075648307800293, 0.8354268074035645, -0.3391380310058594]","[-103.53715515136719, -30.966623306274414, -93.886474609375]","[-1.0436919927597046, 0.9179036617279053, -0.3319222927093506]","[108.15724182128906, -44.77913284301758, 9.336441993713379]"
2019-11-08-18-06-05-414000,"[0.3353137969970703, -0.47430670261383057, -1.1209907531738281]","[-67.0055923461914, 30.784292221069336, 8.221565246582031]","[-1.2059895992279053, 0.8310351371765137, -0.3119833469390869]","[-98.06880187988281, -33.149436950683594, -98.767333984375]","[-1.033557415008545, 0.9039249420166016, -0.3091559410095215]","[103.09749603271484, -44.01578140258789, 18.662643432617188]"
2019-11-08-18-06-05-915000,"[0.3553941249847412, -0.47628605365753174, -1.069535255432129]","[-52.5297966003418, 31.982139587402344, 7.795962810516357]","[-1.1595237255096436, 0.8306217193603516, -0.3070681095123291]","[-88.90009307861328, -31.444828033447266, -101.61885833740234]","[-0.9957540035247803, 0.9140883684158325, -0.32254934310913086]","[110.54753112792969, -48.299800872802734, 19.896953582763672]"
2019-11-08-18-06-06-416000,"[0.42606306076049805, -0.47122812271118164, -0.9035756587982178]","[-38.28206253051758, 29.129486083984375, 5.914328098297119]","[-0.9696445465087891, 0.8071674108505249, -0.3608531951904297]","[-71.21893310546875, -28.483430862426758, -115.11990356445312]","[-0.8310912847518921, 0.9124635457992554, -0.3324761390686035]","[85.22249603271484, -56.387508392333984, 53.86970901489258]"
2019-11-08-18-06-06-916000,"[0.38364458084106445, -0.47079193592071533, -0.7837152481079102]","[-21.305444717407227, 30.569900512695312, 7.039911270141602]","[-0.5949835777282715, 0.7675642967224121, -0.32320475578308105]","[46.71751022338867, -24.134868621826172, 165.4155731201172]","[-0.7644698619842529, 0.8005775213241577, -0.1341569423675537]","[40.145179748535156, -28.626646041870117, 71.48004150390625]"
2019-11-08-18-06-07-418000,"[0.26244115829467773, -0.46305787563323975, -0.5502638816833496]","[-10.422107696533203, 28.48345947265625, 5.5522003173828125]","[-0.19918537139892578, 0.7276111841201782, -0.2556338310241699]","[78.44026947021484, -13.478658676147461, 156.08303833007812]","[-0.5990183353424072, 0.7272984981536865, -0.0015554428100585938]","[45.11960983276367, -8.870828628540039, 57.903343200683594]"
2019-11-08-18-06-07-483000,"[0.25900864601135254, -0.47308945655822754, -0.4923574924468994]","[-10.906384468078613, 27.358287811279297, 5.470771312713623]","[-0.13116002082824707, 0.7116776704788208, -0.24511241912841797]","[77.04714965820312, -12.225444793701172, 157.45753479003906]","[-0.5402703285217285, 0.7224270105361938, 0.011454582214355469]","[44.0363655090332, -8.596639633178711, 53.92624282836914]"
2019-11-08-18-06-07-919000,"[0.2502608299255371, -0.4555385112762451, -0.2616617679595947]","[-9.075852394104004, 30.06315803527832, 2.453291654586792]","[0.044237375259399414, 0.7130950689315796, -0.22960901260375977]","[73.85272216796875, -12.8191556930542, 165.45703125]","[-0.2810823917388916, 0.7425402402877808, 0.002041339874267578]","[52.83517074584961, -10.431838035583496, 57.06171798706055]"
2019-11-08-18-06-08-420000,"[0.16912412643432617, -0.45562314987182617, -0.23816537857055664]","[-2.4976272583007812, 31.30455207824707, 5.710205078125]","[-0.002988576889038086, 0.7552684545516968, -0.1897587776184082]","[76.2812728881836, -19.38764762878418, 168.3556671142578]","[-0.20036983489990234, 0.754052996635437, 0.08402776718139648]","[57.613250732421875, -13.653486251831055, 59.641605377197266]"
2019-11-08-18-06-08-755000,"[0.12761688232421875, -0.4591580629348755, -0.2406177520751953]","[-6.562094211578369, 32.79437255859375, 7.253612041473389]","[-0.04107856750488281, 0.7766522169113159, -0.11833477020263672]","[56.99848175048828, -23.649030685424805, -179.06060791015625]","[-0.19016385078430176, 0.7411553859710693, 0.09996318817138672]","[58.42991256713867, -12.39882755279541, 61.6707763671875]"
2019-11-08-18-06-08-921000,"[0.10916972160339355, -0.4585920572280884, -0.24252080917358398]","[-11.323577880859375, 33.524208068847656, 7.188653469085693]","[-0.04146862030029297, 0.7850205898284912, -0.08784365653991699]","[55.986690521240234, -23.995656967163086, 178.09046936035156]","[-0.20176076889038086, 0.740789532661438, 0.114898681640625]","[55.96450424194336, -11.83070182800293, 62.36717224121094]"
2019-11-08-18-06-09-421000,"[0.10314655303955078, -0.4490126371383667, -0.23299288749694824]","[-16.03355598449707, 31.864891052246094, 4.317237854003906]","[-0.0316314697265625, 0.8146827220916748, -0.053159236907958984]","[55.96656799316406, -23.599754333496094, 179.78201293945312]","[-0.20144033432006836, 0.7425216436386108, 0.11845874786376953]","[56.10725021362305, -9.108063697814941, 61.139198303222656]"
