TIMESTAMP,HEAD_POS_REL,HEAD_EULER_REL,CONTROLLER_1_POS_GLB,CONTROLLER_1_EULER_GLB,CONTROLLER_2_POS_GLB,CONTROLLER_2_EULER_GLB
2019-11-08-18-06-09-921000,"[0.15014910697937012, -0.44669342041015625, -0.2286372184753418]","[-17.481143951416016, 29.60464859008789, 1.3698241710662842]","[-0.022548675537109375, 0.8154385089874268, -0.10070586204528809]","[66.56591796875, -23.577613830566406, 176.0755615234375]","[-0.17100834846496582, 0.7741615772247314, 0.06053471565246582]","[63.09838104248047, -15.229424476623535, 59.72724914550781]"
2019-11-08-18-06-10-419000,"[0.1672506332397461, -0.44649791717529297, -0.22914981842041016]","[-13.309325218200684, 29.177217483520508, -0.15028485655784607]","[-0.011883258819580078, 0.8098928928375244, -0.1241922378540039]","[73.28003692626953, -19.61490821838379, 177.9253692626953]","[-0.1568603515625, 0.7869188785552979, 0.042199134826660156]","[66.09967041015625, -17.61972427368164, 61.088401794433594]"
2019-11-08-18-06-10-421000,"[0.1672506332397461, -0.44649791717529297, -0.22914981842041016]","[-13.309325218200684, 29.177217483520508, -0.15028485655784607]","[-0.011883258819580078, 0.8098928928375244, -0.1241922378540039]","[73.28003692626953, -19.61490821838379, 177.9253692626953]","[-0.1568603515625, 0.7869188785552979, 0.042199134826660156]","[66.09967041015625, -17.61972427368164, 61.088401794433594]"
2019-11-08-18-06-10-441000,"[0.1665325164794922, -0.4461880922317505, -0.22983217239379883]","[-13.266094207763672, 29.068056106567383, 0.007391773164272308]","[-0.012383222579956055, 0.8110874891281128, -0.12388229370117188]","[73.17593383789062, -19.886796951293945, 178.17440795898438]","[-0.15713739395141602, 0.7869076728820801, 0.04262566566467285]","[66.061279296875, -17.617080688476562, 61.08989334106445]"
2019-11-08-18-06-10-922000,"[0.15564918518066406, -0.4428519010543823, -0.2460155487060547]","[-15.218006134033203, 27.370132446289062, 1.7824984788894653]","[-0.029743671417236328, 0.8227838277816772, -0.10961723327636719]","[68.79155731201172, -23.248491287231445, -175.93548583984375]","[-0.17494678497314453, 0.7878509759902954, 0.054431915283203125]","[62.822105407714844, -18.494112014770508, 62.383094787597656]"
2019-11-08-18-06-11-422000,"[0.1585700511932373, -0.44383037090301514, -0.2606382369995117]","[-15.158658027648926, 27.66024398803711, 2.4978981018066406]","[-0.04372715950012207, 0.8276640176773071, -0.1133723258972168]","[68.96975708007812, -23.20427703857422, -176.9462432861328]","[-0.18286442756652832, 0.7898908853530884, 0.04619455337524414]","[64.20001983642578, -18.74267578125, 62.833683013916016]"
2019-11-08-18-06-11-923000,"[0.15717506408691406, -0.4431837797164917, -0.2720522880554199]","[-15.386116027832031, 27.12277603149414, 2.39581298828125]","[-0.050867319107055664, 0.8121030330657959, -0.10863375663757324]","[67.06412506103516, -14.978595733642578, 178.70013427734375]","[-0.1879596710205078, 0.7876290082931519, 0.0447235107421875]","[64.5987319946289, -18.53321075439453, 63.5390510559082]"
2019-11-08-18-06-12-424000,"[0.14953112602233887, -0.4448704719543457, -0.2757394313812256]","[-13.631028175354004, 27.9368839263916, 3.6841514110565186]","[-0.055313825607299805, 0.7348828315734863, -0.12364506721496582]","[71.08959197998047, 38.821990966796875, 172.7630157470703]","[-0.18935394287109375, 0.7805331945419312, 0.05069756507873535]","[61.41554260253906, -17.353853225708008, 68.16946411132812]"
2019-11-08-18-06-12-440000,"[0.14953112602233887, -0.4448704719543457, -0.2757394313812256]","[-13.631028175354004, 27.9368839263916, 3.6841514110565186]","[-0.055313825607299805, 0.7348828315734863, -0.12364506721496582]","[71.08959197998047, 38.821990966796875, 172.7630157470703]","[-0.18935394287109375, 0.7805331945419312, 0.05069756507873535]","[61.41554260253906, -17.353853225708008, 68.16946411132812]"
2019-11-08-18-06-12-924000,"[0.1414778232574463, -0.4444758892059326, -0.2715160846710205]","[-15.010406494140625, 27.759342193603516, 6.108353137969971]","[-0.031034231185913086, 0.7358685731887817, -0.1457841396331787]","[78.54511260986328, 30.386323928833008, -169.34115600585938]","[-0.19437956809997559, 0.7758784294128418, 0.06408166885375977]","[57.88006591796875, -15.657828330993652, 69.95977020263672]"
2019-11-08-18-06-13-425000,"[0.15134239196777344, -0.44264161586761475, -0.2583274841308594]","[-13.590777397155762, 27.022079467773438, 4.366992473602295]","[-0.022733211517333984, 0.7916518449783325, -0.12917137145996094]","[71.78751373291016, -9.314499855041504, -152.49305725097656]","[-0.17849183082580566, 0.7793341875076294, 0.05719494819641113]","[61.553932189941406, -15.312538146972656, 65.86431121826172]"
2019-11-08-18-06-13-491000,"[0.1500844955444336, -0.4423602819442749, -0.25660014152526855]","[-14.195939064025879, 27.14839744567871, 4.142532825469971]","[-0.027680158615112305, 0.7896876335144043, -0.11913251876831055]","[68.91806030273438, -8.235135078430176, -154.26451110839844]","[-0.17633795738220215, 0.7792528867721558, 0.054512977600097656]","[62.279964447021484, -15.347372055053711, 65.53978729248047]"
2019-11-08-18-06-13-925000,"[0.12540650367736816, -0.44097673892974854, -0.24806690216064453]","[-17.956619262695312, 25.953990936279297, 3.018554210662842]","[-0.03886556625366211, 0.7744864225387573, -0.06943297386169434]","[64.84117126464844, -2.3879683017730713, -168.85577392578125]","[-0.19976019859313965, 0.7626692056655884, 0.08037567138671875]","[56.53461837768555, -12.444692611694336, 65.96610260009766]"
2019-11-08-18-06-14-426000,"[0.04979085922241211, -0.43823909759521484, -0.18602395057678223]","[-20.42486000061035, 21.29943084716797, 5.78712797164917]","[0.06167006492614746, 0.7930065393447876, -0.0035479068756103516]","[66.9430160522461, -5.869937419891357, -170.2937469482422]","[-0.1506667137145996, 0.7532153129577637, 0.1654369831085205]","[50.416290283203125, -11.351471900939941, 67.5912094116211]"
2019-11-08-18-06-14-926000,"[0.08613204956054688, -0.4362766742706299, 0.03541207313537598]","[-7.652348041534424, 20.881624221801758, 4.588072299957275]","[0.30037593841552734, 0.804190993309021, -0.07436895370483398]","[76.87726593017578, -8.064964294433594, -167.21726989746094]","[0.1376636028289795, 0.7676091194152832, 0.11986994743347168]","[62.99529266357422, -14.670992851257324, 67.17948913574219]"
2019-11-08-18-06-15-426000,"[0.09241533279418945, -0.42460691928863525, 0.30068349838256836]","[14.24634075164795, 18.203828811645508, 2.3295981884002686]","[0.5848591327667236, 0.7920246124267578, -0.16652584075927734]","[96.28456115722656, -7.468067169189453, -154.75184631347656]","[0.47707200050354004, 0.7623575925827026, 0.08313679695129395]","[82.05547332763672, -10.48961353302002, 67.57188415527344]"
2019-11-08-18-06-15-928000,"[0.18528985977172852, -0.4402350187301636, 0.5790286064147949]","[16.60997772216797, 25.29808807373047, 1.7301009893417358]","[0.858436107635498, 0.7839670181274414, -0.3322470188140869]","[66.71537017822266, -16.45648956298828, -30.662864685058594]","[0.7818729877471924, 0.7522972822189331, -0.04093432426452637]","[86.40885925292969, -9.2681245803833, 69.177734375]"
2019-11-08-18-06-16-429000,"[0.2838435173034668, -0.44341909885406494, 0.8610901832580566]","[23.39117431640625, 28.210752487182617, 5.35202169418335]","[1.1093027591705322, 0.7188544273376465, -0.44541358947753906]","[63.087284088134766, 3.087735176086426, -28.465608596801758]","[1.0699026584625244, 0.7404500246047974, -0.17051339149475098]","[95.63521575927734, -7.676214218139648, 66.48296356201172]"
2019-11-08-18-06-16-929000,"[0.4163076877593994, -0.4487464427947998, 1.1348857879638672]","[22.581134796142578, 32.36176300048828, 4.827098369598389]","[1.3095874786376953, 0.6165014505386353, -0.5588321685791016]","[73.21839904785156, 19.1898193359375, -141.608154296875]","[1.3571529388427734, 0.7532281875610352, -0.3027617931365967]","[98.07067108154297, -8.261358261108398, 63.84572219848633]"
2019-11-08-18-06-17-430000,"[0.6164519786834717, -0.4249006509780884, 1.365586757659912]","[26.293657302856445, 27.61397933959961, 3.1943516731262207]","[1.6135683059692383, 0.7058824300765991, -0.745830774307251]","[84.18891906738281, -2.267568349838257, -166.88401794433594]","[1.5830144882202148, 0.7769244909286499, -0.4914267063140869]","[97.7278060913086, -9.627564430236816, 64.682861328125]"
2019-11-08-18-06-17-931000,"[0.6491942405700684, -0.42311346530914307, 1.630638599395752]","[28.58725929260254, 21.890575408935547, 4.746169567108154]","[1.8992362022399902, 0.697060227394104, -0.8806953430175781]","[107.72390747070312, 6.471654415130615, -149.16744995117188]","[1.9134364128112793, 0.7775793075561523, -0.5949649810791016]","[108.84769439697266, -14.980341911315918, 49.193939208984375]"
2019-11-08-18-06-18-432000,"[0.8005764484405518, -0.41719818115234375, 1.8246140480041504]","[13.7852144241333, 22.057939529418945, 1.279357671737671]","[2.0722217559814453, 0.6294561624526978, -1.0013821125030518]","[103.84281158447266, 22.952049255371094, -148.56675720214844]","[2.1124467849731445, 0.7503864765167236, -0.7381477355957031]","[105.1296615600586, -3.9470410346984863, 42.548545837402344]"
2019-11-08-18-06-18-932000,"[0.922558069229126, -0.40011346340179443, 1.976386547088623]","[11.867995262145996, 15.011164665222168, -0.07603194564580917]","[2.2554497718811035, 0.6214944124221802, -1.0676090717315674]","[90.49925994873047, 24.93003273010254, -143.57138061523438]","[2.2518749237060547, 0.7436209917068481, -0.787513017654419]","[96.74002075195312, -0.1453956961631775, 39.37276077270508]"
2019-11-08-18-06-19-432000,"[0.9339301586151123, -0.3939030170440674, 2.1342616081237793]","[19.39019775390625, 10.911759376525879, -0.585730254650116]","[2.4535083770751953, 0.6995471715927124, -1.1250085830688477]","[97.98500061035156, 8.48841381072998, -146.10482788085938]","[2.4477643966674805, 0.7772760391235352, -0.8329694271087646]","[106.0666732788086, -5.608607292175293, 33.6236686706543]"
2019-11-08-18-06-19-933000,"[1.0218372344970703, -0.3876434564590454, 2.2545366287231445]","[16.284780502319336, 6.799610137939453, -0.5106749534606934]","[2.6004385948181152, 0.7485438585281372, -1.2011194229125977]","[95.60489654541016, -0.7024896144866943, -144.3273162841797]","[2.584041118621826, 0.8274253606796265, -0.9318654537200928]","[107.87074279785156, -14.189275741577148, 32.586143493652344]"
2019-11-08-18-06-20-434000,"[1.0670313835144043, -0.3832080364227295, 2.324512481689453]","[11.539199829101562, 9.846063613891602, 0.9961373209953308]","[2.6670007705688477, 0.779470682144165, -1.2380151748657227]","[90.14556884765625, -7.4697723388671875, -140.7085418701172]","[2.638599395751953, 0.8507847785949707, -0.9790503978729248]","[109.52384948730469, -17.688907623291016, 32.223167419433594]"
2019-11-08-18-06-20-935000,"[1.0541024208068848, -0.3792985677719116, 2.414048194885254]","[12.4724702835083, 6.868666648864746, 0.3882787823677063]","[2.7468438148498535, 0.815330982208252, -1.2285468578338623]","[83.6067123413086, -18.3896427154541, -134.66908264160156]","[2.729506492614746, 0.8773313760757446, -0.9755425453186035]","[120.40807342529297, -18.185874938964844, 33.607234954833984]"
2019-11-08-18-06-21-435000,"[1.0394601821899414, -0.3815140724182129, 2.467700958251953]","[9.31934642791748, 12.048136711120605, 1.7777851819992065]","[2.767660140991211, 0.8331038951873779, -1.1581993103027344]","[63.86888122558594, -17.25751495361328, -116.59619903564453]","[2.7297096252441406, 0.8756210803985596, -0.9977905750274658]","[134.67333984375, -17.672880172729492, 22.51834487915039]"
2019-11-08-18-06-21-936000,"[1.0302271842956543, -0.38451266288757324, 2.4664740562438965]","[9.823343276977539, 14.435178756713867, 2.877718210220337]","[2.759437084197998, 0.8467882871627808, -1.1717488765716553]","[67.03024291992188, -15.056523323059082, -114.40425109863281]","[2.7327094078063965, 0.8615049123764038, -0.9988489151000977]","[135.4953155517578, -16.977264404296875, 21.643056869506836]"
2019-11-08-18-06-22-438000,"[1.0235576629638672, -0.3856610059738159, 2.477011203765869]","[7.504336833953857, 16.82657241821289, 3.8354110717773438]","[2.7418084144592285, 0.8627157211303711, -1.217799186706543]","[85.19495391845703, -21.56043815612793, -115.01984405517578]","[2.719813823699951, 0.9035733938217163, -0.9193871021270752]","[105.99234008789062, -26.622304916381836, 33.51490783691406]"
2019-11-08-18-06-22-938000,"[1.0192880630493164, -0.38126277923583984, 2.451270580291748]","[0.9823941588401794, 15.597122192382812, 2.8399314880371094]","[2.7038583755493164, 0.9604121446609497, -1.1901235580444336]","[84.31199645996094, -47.64384078979492, -131.87632751464844]","[2.6503357887268066, 0.9773916006088257, -0.8580160140991211]","[88.30929565429688, -45.60845947265625, 32.92150115966797]"
2019-11-08-18-06-23-439000,"[1.0586285591125488, -0.3980264663696289, 2.341292381286621]","[-22.174001693725586, 17.110788345336914, 4.294878005981445]","[2.5792384147644043, 0.9563702344894409, -1.0357470512390137]","[25.274127960205078, -47.73424530029297, -116.65655517578125]","[2.4688496589660645, 0.9600358009338379, -0.8770866394042969]","[77.51404571533203, -46.77824401855469, 36.47429275512695]"
2019-11-08-18-06-23-939000,"[0.9717364311218262, -0.4001859426498413, 2.19313907623291]","[-55.74677658081055, 16.264400482177734, 6.5458149909973145]","[2.4094114303588867, 0.9278162717819214, -0.8428158760070801]","[10.320897102355957, -39.741729736328125, -137.41505432128906]","[2.221907138824463, 0.9154428243637085, -0.7660303115844727]","[35.52541732788086, -40.51446533203125, 49.60512161254883]"
2019-11-08-18-06-24-440000,"[0.8490681648254395, -0.3888775110244751, 2.076732635498047]","[-66.11829376220703, 14.073185920715332, 8.583001136779785]","[2.316960334777832, 0.9227311611175537, -0.6486270427703857]","[22.53938102722168, -31.453205108642578, -147.69253540039062]","[2.0806021690368652, 0.8947011232376099, -0.6497101783752441]","[21.72774887084961, -32.366092681884766, 51.321441650390625]"
2019-11-08-18-06-24-941000,"[0.8059177398681641, -0.38172411918640137, 2.152553081512451]","[-56.82093048095703, 10.971304893493652, 8.114920616149902]","[2.4117074012756348, 1.0157276391983032, -0.4814882278442383]","[19.853025436401367, -28.9675350189209, -165.15631103515625]","[2.1483030319213867, 0.8986415863037109, -0.6174821853637695]","[24.180814743041992, -33.089576721191406, 49.16218185424805]"
2019-11-08-18-06-25-443000,"[0.7582516670227051, -0.3501901626586914, 2.189558506011963]","[-58.95450210571289, -0.7015067934989929, 6.411217212677002]","[2.4341530799865723, 1.1977393627166748, -0.46666622161865234]","[25.74432373046875, -59.384098052978516, -162.43649291992188]","[2.058436870574951, 0.8758872747421265, -0.5859436988830566]","[1.9641810655593872, -21.66985321044922, 50.4890251159668]"
2019-11-08-18-06-25-943000,"[0.6844747066497803, -0.33381736278533936, 2.2196922302246094]","[-56.720279693603516, -4.9368577003479, 6.739082336425781]","[2.562166690826416, 1.105000376701355, -0.44402384757995605]","[41.65592575073242, -40.99741744995117, -156.98875427246094]","[2.1213111877441406, 0.9077469110488892, -0.49168896675109863]","[6.677184581756592, -25.59931182861328, 50.67457580566406]"
2019-11-08-18-06-26-443000,"[0.5947926044464111, -0.34076404571533203, 2.228789806365967]","[-62.24186706542969, 2.6341116428375244, 6.667953014373779]","[2.4857430458068848, 1.1294519901275635, -0.5494377613067627]","[93.75957489013672, -59.60721206665039, 155.90679931640625]","[2.309335231781006, 1.0664482116699219, -0.3936591148376465]","[26.710960388183594, -61.144073486328125, 69.55197143554688]"
2019-11-08-18-06-26-943000,"[0.5368564128875732, -0.3589334487915039, 2.255589485168457]","[-70.46837615966797, 3.2395763397216797, 9.300932884216309]","[2.441547393798828, 1.0992788076400757, -0.6238131523132324]","[139.3404541015625, -47.95082473754883, 111.7155532836914]","[2.3787426948547363, 1.0592139959335327, -0.45740842819213867]","[26.949005126953125, -61.95499038696289, 101.84770202636719]"
2019-11-08-18-06-27-444000,"[0.5608048439025879, -0.3635830879211426, 2.261566638946533]","[-63.95077133178711, 5.609221935272217, 7.92880916595459]","[2.4483256340026855, 1.097913146018982, -0.6442604064941406]","[129.781494140625, -51.439353942871094, 118.34463500976562]","[2.3321638107299805, 1.0592366456985474, -0.4452798366546631]","[31.39284324645996, -63.56244659423828, 92.44548797607422]"
2019-11-08-18-06-27-945000,"[0.617913007736206, -0.3736751079559326, 2.2395901679992676]","[-55.748470306396484, 8.928770065307617, 5.798490047454834]","[2.4755430221557617, 1.0749269723892212, -0.6485486030578613]","[115.6343994140625, -51.29576873779297, 131.9561004638672]","[2.2439589500427246, 1.0578080415725708, -0.442981481552124]","[11.46403980255127, -62.05146408081055, 96.55622100830078]"
